ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,10182008 7:00,99.5,52,54,47,50,54,55,54,52,41,52,47,52,48,64,53,55,48,58,48,54,56,52,52,52,52
1,10182008 8:00,112.8,52,54,46,49,54,55,54,52,41,52,46,52,45,64,53,55,48,58,50,54,57,53,52,52,52
1,10182008 9:00,127.6,52,54,48,52,54,55,54,52,43,52,49,52,46,63,54,54,52,58,50,53,57,53,52,52,52
1,10182008 10:00,136.2,54,54,48,54,55,53,53,52,45,53,52,55,48,63,54,54,54,57,52,53,58,54,55,56,52
1,10182008 11:00,137.5,55,54,53,58,55,54,54,54,46,54,53,57,52,61,57,53,57,57,54,53,57,54,56,55,53
1,10182008 12:00,136.3,57,55,54,59,55,56,54,55,48,56,55,61,55,63,60,54,57,57,55,53,59,54,56,58,54
1,10182008 13:00,132.9,61,57,53,60,55,58,53,57,48,56,56,61,55,62,61,54,59,56,55,54,60,54,57,59,56
1,10182008 14:00,129.9,61,59,55,59,55,58,53,58,52,56,57,61,54,61,62,54,57,56,55,53,58,54,59,60,56
1,10182008 15:00,126.5,61,57,54,58,57,59,54,58,48,56,57,61,54,60,62,54,61,57,55,53,59,55,61,59,56
1,10182008 16:00,125.3,61,57,52,61,57,57,55,57,46,54,59,61,54,61,60,54,61,58,55,53,59,55,61,58,56
1,10182008 17:00,127.6,57,57,52,57,55,58,55,56,45,54,57,61,52,62,59,54,57,58,55,54,59,54,60,57,55
1,10182008 18:00,132.2,59,57,51,56,55,57,56,55,45,54,56,57,52,63,58,54,57,59,63,54,58,53,58,56,52
1,10182008 19:00,140.5,54,57,50,55,55,57,55,55,43,52,54,57,52,63,57,54,55,57,52,54,58,53,56,55,53
1,10182008 20:00,144.1,52,57,49,55,55,57,54,55,43,53,53,55,52,63,56,54,55,57,48,54,58,53,56,55,53
1,10182008 21:00,141.3,54,55,48,54,54,55,53,53,43,54,52,55,52,63,55,54,54,57,48,53,58,52,56,54,54
1,10182008 22:00,135.1,50,55,47,54,54,57,53,54,43,54,50,52,52,63,54,53,52,56,52,52,58,52,55,54,54
1,10182008 23:00,126.6,52,55,45,49,54,56,52,55,41,54,49,52,52,63,53,53,48,56,50,52,58,51,55,53,54
1,10192008 0:00,116.2,50,55,43,47,54,56,53,55,41,54,48,50,52,63,53,52,48,56,46,51,57,51,55,53,53
1,10192008 1:00,105.9,50,54,43,47,54,56,52,55,39,53,47,48,48,63,52,51,47,55,46,51,56,51,54,53,53
1,10192008 2:00,101.4,48,54,43,46,54,55,52,54,37,53,46,46,46,63,51,51,46,55,43,50,55,50,54,51,52
1,10192008 3:00,99.3,46,54,40,43,53,54,51,52,37,53,45,48,43,62,50,51,45,55,43,51,55,50,51,49,50
1,10192008 4:00,99,46,50,38,46,52,54,50,50,37,51,44,48,41,62,48,51,43,55,41,50,55,48,49,47,48
1,10192008 5:00,101,45,48,37,44,50,53,50,49,37,50,43,46,41,61,47,50,43,53,43,49,56,48,49,45,47
1,10192008 6:00,105.6,45,48,36,45,50,53,49,49,37,49,43,45,37,61,46,50,39,53,39,49,55,46,47,45,45
1,10192008 7:00,113.3,45,48,36,41,48,53,49,47,37,48,41,45,37,61,45,49,39,51,39,48,54,46,46,43,45
1,10192008 8:00,130.5,46,48,35,42,48,53,48,47,36,47,42,45,37,61,45,49,39,52,41,48,55,46,46,43,45
1,10192008 9:00,148.2,46,50,39,47,50,54,50,50,39,50,45,48,43,63,49,52,46,54,46,50,56,50,49,46,47
1,10192008 10:00,148.6,52,55,45,51,54,58,53,54,43,53,49,52,45,64,53,55,50,57,50,53,57,54,53,50,52
1,10192008 11:00,137.9,55,57,49,54,57,59,57,57,45,56,52,55,52,64,55,57,54,59,54,57,57,57,55,53,55
1,10192008 12:00,127.4,57,59,51,56,59,60,60,59,48,58,54,57,52,66,58,60,55,60,55,59,56,59,58,56,58
1,10192008 13:00,125.5,59,61,55,58,61,59,61,61,51,59,56,59,54,63,60,62,59,62,57,61,58,61,60,58,59
1,10192008 14:00,121.8,59,61,58,59,61,59,60,63,54,61,58,61,55,63,60,63,59,60,59,62,58,61,61,59,61
1,10192008 15:00,119.9,60,61,60,61,63,59,62,63,55,62,58,61,55,63,61,63,61,62,59,61,58,61,61,60,60
1,10192008 16:00,118.3,60,61,60,61,61,59,60,63,55,61,59,63,55,63,62,63,61,60,61,62,58,61,61,60,60
1,10192008 17:00,118.2,61,61,62,61,61,58,58,62,55,60,58,61,55,63,61,62,61,59,61,62,57,61,61,59,59
1,10192008 18:00,121.2,59,57,60,59,59,57,58,59,52,58,56,59,52,63,58,60,61,58,57,59,57,55,58,57,57
1,10192008 19:00,132.4,52,54,54,54,54,55,55,53,48,55,51,52,46,63,50,55,52,56,55,54,56,52,51,51,52
1,10192008 20:00,147.9,46,48,50,50,50,54,53,50,46,52,50,46,43,63,50,53,46,54,52,53,56,48,47,46,45
1,10192008 21:00,150.3,44,45,46,52,50,53,51,49,43,49,48,45,41,64,47,49,43,53,50,51,54,46,46,45,45
1,10192008 22:00,145,41,43,44,50,50,51,50,47,43,48,44,43,37,51,45,49,43,53,45,50,53,45,44,43,42
1,10192008 23:00,134.6,41,41,42,43,46,50,50,45,41,47,44,43,37,51,42,48,41,52,43,49,44,43,42,43,41
1,10202008 0:00,124.2,37,39,40,37,46,42,48,44,41,46,42,41,36,47,41,47,39,51,41,48,40,41,41,39,40
1,10202008 1:00,117.4,37,39,38,38,46,41,48,43,37,45,40,41,36,46,39,46,37,50,39,47,39,39,41,39,39
1,10202008 2:00,115.6,36,37,37,38,45,42,47,42,37,42,39,40,36,46,39,46,37,49,39,46,39,37,39,39,39
1,10202008 3:00,116.4,36,37,35,35,43,40,47,41,36,41,41,39,36,45,37,44,37,49,37,45,38,37,37,37,37
1,10202008 4:00,120,34,37,34,36,43,39,44,42,36,40,40,38,36,44,36,43,37,48,37,43,37,36,37,36,38
1,10202008 5:00,128.2,34,37,33,33,41,38,43,40,34,40,39,37,34,43,39,42,36,48,37,43,37,36,36,36,39
1,10202008 6:00,145,33,36,33,33,41,39,42,40,36,40,39,36,36,43,39,42,36,48,36,42,36,36,35,36,38
1,10202008 7:00,175,32,36,31,36,37,37,41,38,36,39,38,36,36,42,38,42,36,47,36,41,36,34,35,36,36
1,10202008 8:00,178.9,32,36,32,36,39,41,41,40,34,37,39,36,38,43,39,42,36,48,36,41,36,37,35,35,37
1,10202008 9:00,166,39,45,34,42,46,46,47,45,36,44,44,39,41,48,45,47,43,52,41,47,44,43,40,42,44
1,10202008 10:00,152.6,46,54,38,50,52,53,51,50,43,51,51,48,48,53,54,54,48,55,46,52,52,50,47,50,51
1,10202008 11:00,140.6,52,57,49,54,55,57,56,56,52,55,55,55,52,63,58,57,55,59,52,56,56,55,56,56,54
1,10202008 12:00,130.1,57,59,56,57,59,60,58,59,57,58,57,57,55,66,60,59,57,59,57,59,58,57,60,59,58
1,10202008 13:00,122.1,61,61,60,59,61,61,60,61,57,60,59,61,59,67,62,62,61,60,59,60,59,61,62,62,60
1,10202008 14:00,118.8,63,63,62,61,63,63,62,63,61,62,61,63,61,67,65,63,64,62,61,63,59,63,63,64,62
1,10202008 15:00,115.5,63,66,64,63,63,64,63,65,61,64,63,64,61,68,66,65,64,63,64,64,61,64,65,65,64
1,10202008 16:00,114.6,64,68,65,64,64,63,63,66,61,64,64,66,61,67,66,65,64,63,66,64,60,64,67,66,63
1,10202008 17:00,117.7,64,68,65,64,64,63,64,66,61,64,64,66,61,66,66,64,66,63,64,65,61,64,67,66,63
1,10202008 18:00,123.8,63,59,62,62,59,59,62,64,55,63,62,61,59,64,62,64,64,60,63,61,59,59,65,63,61
1,10202008 19:00,137.5,54,54,57,56,54,51,52,55,55,54,57,55,52,56,53,55,55,52,57,52,54,48,55,57,49
1,10202008 20:00,150.3,48,48,54,53,50,47,48,51,54,51,55,54,50,53,51,52,50,49,54,48,52,46,51,54,46
1,10202008 21:00,150.3,46,46,51,53,46,46,47,50,52,49,51,52,45,53,50,50,48,47,50,47,50,45,48,53,45
1,10202008 22:00,144.5,43,43,47,50,45,43,45,48,52,48,50,48,45,51,49,49,45,47,50,45,47,43,46,50,43
1,10202008 23:00,133.9,43,41,46,48,45,42,45,47,52,46,48,52,43,53,48,46,46,45,48,44,48,43,44,50,39
1,10212008 0:00,123.9,41,41,44,47,43,45,42,45,52,45,50,52,43,50,47,45,43,45,46,48,46,43,44,46,40
1,10212008 1:00,118.5,41,39,42,48,43,45,42,44,52,45,49,48,43,44,47,45,43,44,45,47,46,43,45,47,37
1,10212008 2:00,116.7,39,39,41,47,43,45,43,43,52,44,47,46,41,45,48,44,39,47,45,47,43,43,42,45,41
1,10212008 3:00,116.8,37,39,39,43,43,46,44,43,52,46,45,52,43,46,48,42,41,47,43,45,43,43,42,45,40
1,10212008 4:00,118.5,36,39,44,47,43,45,42,42,52,43,44,45,41,46,45,44,41,51,41,46,43,43,44,45,39
1,10212008 5:00,124.5,37,41,42,42,41,45,43,43,52,45,45,45,41,46,47,42,39,51,43,45,45,43,43,44,40
1,10212008 6:00,140,36,45,42,42,41,47,43,43,52,45,44,45,41,48,45,42,39,53,43,44,45,43,43,43,42
1,10212008 7:00,165.8,36,45,43,43,43,48,44,42,52,47,44,45,41,48,46,42,37,53,43,44,46,43,43,43,43
1,10212008 8:00,166,36,45,42,42,43,50,45,44,50,46,44,46,41,50,47,43,39,54,41,45,46,46,44,43,43
1,10212008 9:00,149.9,43,54,48,49,52,53,51,49,52,49,50,46,48,54,52,52,46,59,46,50,50,52,49,48,50
1,10212008 10:00,140.1,52,57,53,54,57,57,57,56,52,56,59,55,55,58,59,58,59,61,55,55,55,57,56,56,56
1,10212008 11:00,130.4,57,64,57,61,63,61,62,63,52,62,63,63,61,71,66,63,64,63,63,62,59,63,63,64,62
1,10212008 12:00,122.4,64,70,61,66,64,65,66,66,54,67,66,66,63,72,69,66,66,65,66,66,64,66,68,69,68
1,10212008 13:00,117.2,68,73,64,68,68,67,69,69,55,70,68,68,64,74,71,69,68,67,68,68,67,70,72,70,70
1,10212008 14:00,115,70,73,65,69,70,70,71,71,55,72,70,70,66,76,72,70,72,67,66,70,69,70,72,72,71
1,10212008 15:00,114.8,72,75,66,70,70,72,72,72,55,73,71,72,68,76,74,71,72,68,66,71,71,71,74,73,72
1,10212008 16:00,114.6,73,73,64,71,72,73,73,72,55,73,70,72,68,76,73,71,72,69,66,72,71,71,74,71,72
1,10212008 17:00,117.4,72,73,63,70,70,71,72,72,55,73,68,71,66,76,71,72,72,68,64,71,70,72,74,72,71
1,10212008 18:00,119.9,70,70,62,67,66,67,69,70,54,70,66,70,61,74,68,69,68,67,63,67,68,66,71,67,68
1,10212008 19:00,131.2,59,68,57,63,61,61,57,61,52,64,63,63,59,73,60,61,63,66,57,59,66,55,63,65,60
1,10212008 20:00,140.1,55,64,55,61,57,60,56,59,48,61,60,59,55,73,62,59,57,66,55,59,64,57,62,62,62
1,10212008 21:00,136.7,55,61,54,59,55,59,55,58,46,59,57,55,54,59,56,58,55,63,55,57,60,61,59,59,60
1,10212008 22:00,129.2,52,57,53,58,54,61,56,56,45,61,55,54,52,60,59,57,55,63,52,58,59,57,59,57,57
1,10212008 23:00,115.1,52,55,51,55,52,58,58,58,43,59,53,52,52,59,56,56,55,60,50,55,58,55,59,55,55
1,10222008 0:00,103.5,48,54,48,54,57,54,57,58,43,56,52,54,45,57,55,54,54,60,48,54,56,52,57,53,55
1,10222008 1:00,97.8,48,50,45,52,57,49,54,53,41,55,47,52,43,54,52,54,54,58,48,50,55,52,51,50,52
1,10222008 2:00,97.2,50,45,43,48,55,53,54,54,37,53,48,48,43,55,50,52,48,57,45,53,53,45,51,48,47
1,10222008 3:00,99.3,46,43,43,46,54,51,52,52,37,50,46,46,43,52,48,51,48,54,43,53,52,43,44,45,43
1,10222008 4:00,103.6,41,39,43,45,52,46,50,50,36,49,45,45,41,50,46,51,46,53,37,51,51,43,44,39,38
1,10222008 5:00,113.1,39,37,43,46,50,41,49,49,36,47,43,43,37,47,41,50,45,51,37,50,50,39,45,39,36
1,10222008 6:00,133,37,37,39,46,48,40,47,47,36,46,42,39,36,46,39,49,45,50,43,48,49,37,41,37,36
1,10222008 7:00,163,37,37,37,45,46,38,47,46,36,45,40,41,36,45,40,48,39,49,41,46,49,36,38,38,35
1,10222008 8:00,170.1,36,37,35,44,46,40,47,44,34,44,40,43,36,45,42,48,37,49,43,46,48,39,38,36,38
1,10222008 9:00,158.4,43,48,39,47,50,45,48,49,37,46,43,46,41,48,47,51,46,52,46,49,49,45,46,45,44
1,10222008 10:00,147,50,54,45,51,54,51,51,53,41,50,48,52,45,52,51,53,52,54,50,52,51,50,51,48,50
1,10222008 11:00,140,54,54,51,53,55,54,53,56,46,52,51,54,52,54,54,56,55,56,54,54,52,54,54,52,54
1,10222008 12:00,132.7,55,55,55,57,57,56,55,57,52,54,54,55,52,65,56,58,57,57,55,56,52,55,56,54,55
1,10222008 13:00,124.6,59,57,59,59,59,58,57,60,55,57,55,57,54,67,58,60,61,58,57,58,54,55,58,56,56
1,10222008 14:00,121.6,59,57,61,61,61,58,59,61,55,58,57,59,54,67,60,61,61,60,59,60,55,57,60,58,58
1,10222008 15:00,119,61,59,64,62,61,59,59,62,55,59,57,61,55,68,61,62,61,60,61,61,56,59,60,59,59
1,10222008 16:00,117.6,61,61,62,63,61,58,60,63,55,60,59,61,55,68,62,63,63,59,61,61,56,59,61,60,60
1,10222008 17:00,122.5,61,59,59,62,61,57,59,62,54,60,58,61,55,55,61,61,63,58,61,60,55,59,61,60,59
1,10222008 18:00,129.6,59,55,57,60,57,55,57,58,52,58,55,59,54,55,58,59,61,56,57,58,54,55,58,56,57
1,10222008 19:00,146.4,48,50,54,56,50,52,53,52,46,54,52,52,45,55,52,53,50,52,54,52,54,50,50,50,49
1,10222008 20:00,156.8,46,48,48,54,46,51,50,49,43,51,50,46,43,55,47,50,45,49,48,51,54,45,45,46,45
1,10222008 21:00,160.4,43,45,46,52,45,50,49,47,43,45,49,46,43,55,44,48,43,50,45,50,53,42,44,45,42
1,10222008 22:00,156.5,41,48,43,50,45,50,50,46,41,48,48,43,41,56,44,45,41,50,43,48,52,39,41,44,40
1,10222008 23:00,145.9,37,41,42,50,41,49,49,45,41,47,46,45,37,56,42,44,39,47,43,47,52,39,41,43,39
1,10232008 0:00,133.6,37,39,39,46,45,49,45,44,37,45,42,45,37,55,42,44,37,46,39,45,51,38,39,45,40
1,10232008 1:00,126.4,36,39,38,42,45,49,43,44,37,44,41,42,37,55,44,44,37,46,37,44,51,37,40,44,39
1,10232008 2:00,126.6,36,37,38,47,41,48,44,42,37,42,41,39,36,55,44,45,37,46,44,41,50,36,38,42,39
1,10232008 3:00,128.2,34,37,37,46,45,49,47,41,36,41,41,39,36,55,44,44,37,46,46,40,50,37,37,42,37
1,10232008 4:00,131,34,39,36,43,45,48,46,41,36,42,40,39,35,55,43,42,37,47,45,43,50,36,35,40,37
1,10232008 5:00,137.5,33,37,36,44,43,48,45,40,34,41,39,37,35,55,42,44,37,48,45,44,50,36,36,39,36
1,10232008 6:00,153.2,33,39,34,43,43,47,45,39,36,40,38,37,34,56,42,44,37,47,45,44,50,36,38,40,37
1,10232008 7:00,179,32,39,34,42,41,47,44,38,36,40,37,39,34,56,41,43,37,46,43,43,50,37,38,39,39
1,10232008 8:00,181.4,32,39,34,42,41,48,45,38,34,40,37,37,34,56,41,44,37,48,43,43,51,39,37,39,38
1,10232008 9:00,166.1,39,48,36,44,45,50,47,43,36,43,39,45,37,58,45,48,43,54,45,48,52,43,44,42,44
1,10232008 10:00,153.2,45,52,43,48,50,55,52,50,37,48,43,48,41,61,49,52,46,58,46,52,55,50,48,47,49
1,10232008 11:00,141.8,52,55,47,52,54,59,56,55,41,53,48,52,45,62,52,57,50,61,48,57,56,55,53,51,52
1,10232008 12:00,132,55,57,49,54,59,61,60,58,43,56,50,54,48,63,55,61,54,63,50,61,57,57,56,53,55
1,10232008 13:00,123,57,59,50,56,61,59,60,61,45,59,53,55,52,63,56,63,55,63,52,62,57,61,58,55,57
1,10232008 14:00,119,59,61,51,57,63,60,63,63,46,60,54,57,54,64,58,65,55,65,54,64,56,63,59,56,59
1,10232008 15:00,117.2,59,63,52,58,63,59,65,64,48,62,55,59,55,64,60,65,57,65,55,65,57,61,60,57,59
1,10232008 16:00,118,61,61,53,59,63,58,64,64,46,61,55,59,54,63,59,65,57,65,55,65,56,63,61,56,60
1,10232008 17:00,122.7,59,59,52,59,63,58,62,63,45,61,55,59,55,61,59,63,57,63,55,64,55,61,60,57,60
1,10232008 18:00,128.6,57,57,50,56,61,56,60,61,43,59,53,55,52,60,58,62,55,60,54,61,55,59,59,53,55
1,10232008 19:00,146.6,48,55,49,54,55,54,59,54,41,56,50,52,46,59,52,55,52,59,48,57,54,55,52,51,57
1,10232008 20:00,156.2,45,54,48,52,52,52,56,52,41,54,48,46,45,58,48,53,46,57,50,55,55,54,49,48,55
1,10232008 21:00,156.3,43,48,47,51,52,52,55,50,37,53,48,45,48,59,48,54,46,57,48,55,55,52,45,47,53
1,10232008 22:00,148.7,45,48,47,50,52,53,54,49,37,51,45,45,46,59,50,52,46,55,48,54,55,50,47,47,51
1,10232008 23:00,137.1,45,48,47,50,52,52,54,50,37,50,45,46,43,59,50,52,46,55,48,54,54,48,47,48,48
1,10242008 0:00,126,45,48,46,50,52,52,54,51,37,49,45,52,43,59,50,53,48,56,48,54,53,46,48,49,48
1,10242008 1:00,118.6,46,48,46,50,52,52,54,51,39,50,46,50,43,59,50,54,46,57,50,54,53,48,49,49,48
1,10242008 2:00,115.6,46,45,46,50,52,52,54,53,39,51,47,50,43,59,49,54,46,58,48,54,53,50,49,49,46
1,10242008 3:00,114.2,46,45,46,50,52,52,56,54,41,51,47,50,43,59,49,54,48,58,48,53,53,48,49,48,48
1,10242008 4:00,114.7,46,48,46,49,54,52,55,54,39,51,47,50,43,59,49,54,48,58,46,53,52,48,49,49,48
1,10242008 5:00,118.6,48,48,46,49,54,52,57,54,39,51,45,50,43,59,50,54,48,59,46,54,53,48,50,49,48
1,10242008 6:00,133,50,48,46,48,54,53,59,54,39,51,46,52,43,60,50,54,48,59,46,56,53,48,51,50,49
1,10242008 7:00,156.7,50,45,45,50,54,54,59,54,39,50,46,52,43,60,50,53,48,62,46,56,53,48,52,50,48
1,10242008 8:00,160.1,50,48,45,50,54,54,59,53,39,50,47,52,45,61,50,56,48,60,46,56,55,49,52,50,49
1,10242008 9:00,150.5,50,50,45,51,55,58,60,54,41,52,47,52,45,64,51,61,48,61,48,57,57,50,52,50,51
1,10242008 10:00,143.4,52,55,45,52,57,61,62,57,41,54,49,54,48,64,53,64,50,64,48,61,59,54,54,52,53
1,10242008 11:00,137.7,52,59,45,52,61,63,63,61,41,57,51,54,52,67,56,65,52,64,48,63,62,55,56,55,55
1,10242008 12:00,131.7,54,63,46,52,63,64,63,61,43,59,52,57,52,66,58,67,50,66,48,65,62,59,58,57,57
1,10242008 13:00,125.8,54,65,46,53,63,65,64,63,41,61,54,57,55,66,60,70,52,66,50,64,64,63,60,58,60
1,10242008 14:00,121.4,55,68,47,55,63,64,63,63,43,63,56,57,55,67,60,70,54,68,52,64,64,63,61,59,61
1,10242008 15:00,119.9,55,66,48,56,64,64,63,62,43,64,57,61,59,66,62,70,55,68,52,64,63,63,61,62,61
1,10242008 16:00,119.4,57,64,49,57,63,63,63,62,43,63,58,61,59,66,63,69,57,67,52,63,63,63,60,62,63
1,10242008 17:00,122.5,59,64,49,57,63,63,63,61,43,62,58,61,59,66,63,70,57,68,52,62,62,63,59,62,62
1,10242008 18:00,127.5,59,63,48,58,63,62,63,61,45,61,58,61,55,67,62,70,57,68,54,63,62,63,58,61,61
1,10242008 19:00,138.5,59,63,49,59,63,62,63,61,45,59,58,61,55,67,63,69,59,67,54,63,62,61,58,60,60
1,10242008 20:00,140.1,61,63,49,60,61,63,63,62,46,59,58,63,55,67,61,71,59,68,54,62,62,61,59,59,59
1,10242008 21:00,135.6,61,61,50,61,61,63,63,62,46,59,58,63,55,68,62,68,59,69,54,63,62,59,60,60,57
1,10242008 22:00,128.6,61,61,50,62,61,63,63,62,48,60,58,63,57,68,62,65,59,69,55,62,63,57,61,59,57
1,10242008 23:00,120.2,63,61,50,62,64,63,62,63,48,61,59,63,59,68,61,66,57,69,55,62,63,61,61,59,58
1,10252008 0:00,109.7,61,59,50,62,64,62,62,66,48,62,60,63,59,67,61,66,61,68,55,65,64,63,63,59,60
1,10252008 1:00,100.2,61,61,51,62,66,62,64,67,52,62,60,63,59,66,61,66,61,69,55,67,64,63,64,60,60
1,10252008 2:00,94.6,61,63,51,61,64,63,66,66,52,62,60,63,59,66,63,68,61,68,56,66,63,63,65,61,61
1,10252008 3:00,91.1,61,61,51,61,66,62,67,65,52,62,59,63,59,67,62,66,61,68,56,67,62,63,65,62,62
1,10252008 4:00,89.1,63,63,51,61,66,63,65,65,52,63,59,63,59,67,63,66,61,67,56,67,62,63,65,62,62
1,10252008 5:00,89.6,63,63,52,61,66,64,67,65,52,66,59,64,59,68,63,68,57,68,57,67,63,63,65,63,62
1,10252008 6:00,92.4,64,63,52,61,66,63,68,66,52,65,60,64,59,68,64,69,57,70,57,66,63,64,66,63,63
1,10252008 7:00,98.1,64,64,52,61,68,63,68,67,53,65,61,64,59,68,65,69,57,70,57,68,64,66,66,64,63
1,10252008 8:00,108.4,65,64,52,60,69,65,68,68,53,67,61,66,59,69,66,70,57,70,57,69,65,66,66,65,64
1,10252008 9:00,119.3,66,68,53,59,70,66,68,70,53,68,61,66,61,69,67,72,57,70,57,69,67,68,66,66,65
1,10252008 10:00,125.6,66,68,53,60,72,69,70,72,54,70,61,68,61,70,68,72,59,72,59,71,67,70,68,67,66
1,10252008 11:00,126.3,66,73,53,62,72,71,72,73,54,71,61,66,62,72,69,71,63,73,61,72,70,70,69,68,68
1,10252008 12:00,125.6,68,73,55,63,73,73,73,76,55,71,63,66,63,73,69,72,64,73,61,72,72,72,71,69,68
1,10252008 13:00,122.7,66,75,54,66,75,74,73,78,55,73,64,66,64,72,72,75,66,74,62,73,71,73,74,71,69
1,10252008 14:00,120.8,68,75,57,67,77,73,73,78,54,72,65,66,68,72,72,77,66,73,63,74,73,70,75,75,71
1,10252008 15:00,119.8,68,73,58,67,77,72,73,77,53,76,67,66,72,69,72,75,68,73,63,79,72,72,75,75,71
1,10252008 16:00,118.8,68,73,57,69,77,70,75,78,52,79,68,66,66,72,70,77,70,73,64,77,69,75,71,75,73
1,10252008 17:00,119.9,68,73,57,69,73,70,77,77,51,78,69,70,61,71,69,76,70,70,64,75,68,75,71,70,73
1,10252008 18:00,121.4,66,73,56,67,72,72,73,72,49,74,66,68,61,71,68,72,64,70,63,71,70,75,69,68,73
1,10252008 19:00,128.6,63,73,52,63,68,71,70,69,48,70,63,63,59,72,64,69,59,68,57,68,70,73,67,65,70
1,10252008 20:00,132.9,61,68,51,60,66,70,68,66,48,67,59,63,59,71,65,68,57,68,55,67,70,72,63,64,67
1,10252008 21:00,128.9,59,64,49,56,64,69,66,65,46,63,57,61,55,68,64,68,55,68,54,66,69,68,60,63,64
1,10252008 22:00,121.9,59,64,44,56,63,69,66,64,46,62,54,59,55,69,59,66,54,67,54,64,64,66,61,62,63
1,10252008 23:00,113.1,59,63,43,52,63,65,65,64,45,63,54,55,54,68,56,65,52,67,52,63,60,64,61,60,62
1,10262008 0:00,102.2,55,63,42,51,61,64,64,62,45,63,50,54,54,67,57,64,46,65,52,61,59,63,61,59,59
1,10262008 1:00,92.1,54,60,43,47,59,62,63,60,45,62,50,52,52,65,55,62,45,65,52,60,60,63,61,58,56
1,10262008 2:00,86.8,50,58,41,47,59,60,62,59,45,61,49,50,52,63,52,62,43,64,52,62,59,59,59,55,55
1,10262008 3:00,84.1,46,55,43,45,57,61,62,58,43,60,47,48,52,63,50,61,42,63,45,63,58,57,56,52,50
1,10262008 4:00,83.5,45,54,42,44,55,59,60,56,43,57,47,46,48,61,48,61,41,61,45,60,58,55,55,48,49
1,10262008 5:00,84.7,43,54,42,40,54,57,58,55,43,56,44,46,45,61,47,60,40,59,43,59,58,54,50,47,46
1,10262008 6:00,88.9,43,50,41,41,52,56,56,52,43,53,44,45,43,60,48,58,39,58,43,57,58,52,49,46,48
1,10262008 7:00,96.6,43,50,42,41,52,52,54,51,43,52,42,45,41,60,48,56,37,56,43,56,58,50,47,45,48
1,10262008 8:00,111,41,48,40,40,52,52,54,51,43,50,42,45,43,60,48,55,37,56,41,55,58,50,47,47,47
1,10262008 9:00,128.5,46,54,44,48,55,57,57,55,43,53,48,46,45,63,53,58,43,61,46,57,59,54,53,51,51
1,10262008 10:00,132.1,52,59,48,54,59,61,61,59,48,57,55,55,54,64,60,62,54,63,54,61,60,57,59,57,57
1,10262008 11:00,125.1,59,63,51,58,63,63,63,63,48,61,58,61,55,65,62,64,57,66,55,64,61,63,62,61,61
1,10262008 12:00,117.9,63,64,54,61,64,64,64,66,52,63,60,63,59,66,65,68,61,67,61,66,62,64,65,64,64
1,10262008 13:00,115.1,64,68,57,62,68,66,66,67,55,67,61,63,61,66,67,70,64,69,63,68,63,66,66,65,65
1,10262008 14:00,115.7,66,68,61,64,68,66,70,69,57,65,63,64,61,65,68,70,64,70,64,69,62,68,67,66,65
1,10262008 15:00,115.5,66,68,63,65,70,67,70,70,57,67,65,66,63,65,68,72,66,71,64,71,64,68,68,69,66
1,10262008 16:00,112.9,68,68,65,66,70,66,70,70,61,69,65,68,63,64,69,72,68,68,66,71,65,68,69,69,66
1,10262008 17:00,113.6,68,68,64,66,68,64,70,70,57,68,64,70,63,64,67,71,66,66,66,70,63,68,69,69,66
1,10262008 18:00,114.2,64,63,63,64,63,61,66,66,57,64,62,64,59,61,62,69,64,64,63,65,60,63,66,64,61
1,10262008 19:00,122,55,55,57,59,59,55,60,59,57,59,58,57,54,54,56,64,55,58,61,61,57,55,55,59,53
1,10262008 20:00,129.8,52,54,52,54,54,51,54,54,56,55,54,55,52,52,53,57,52,58,57,56,54,54,54,57,50
1,10262008 21:00,127.5,50,54,49,54,54,53,52,53,56,53,54,54,48,51,51,58,50,55,52,56,53,52,55,55,47
1,10262008 22:00,121.5,50,50,46,53,52,52,52,51,55,52,51,54,52,50,51,56,48,55,50,57,52,50,51,53,47
1,10262008 23:00,112,48,48,44,52,52,50,51,53,55,52,51,54,50,49,50,55,54,53,48,56,53,50,49,51,45
1,10272008 0:00,102.2,46,48,43,51,50,51,51,53,54,50,51,55,48,50,52,53,46,58,46,54,50,48,49,50,45
1,10272008 1:00,95.4,46,50,41,51,50,53,51,52,54,51,50,52,46,56,50,53,45,58,46,53,48,50,51,52,49
1,10272008 2:00,93.5,45,48,40,51,48,52,52,51,54,51,50,52,45,58,50,52,45,56,45,49,48,48,49,49,46
1,10272008 3:00,93.4,43,48,40,50,50,50,46,50,54,50,49,52,43,58,50,52,43,54,45,50,48,48,47,49,48
1,10272008 4:00,96.1,43,48,38,48,50,49,46,48,52,50,47,48,43,53,49,50,43,53,43,49,50,46,45,49,45
1,10272008 5:00,101.5,43,48,39,44,50,50,47,48,52,49,47,46,43,49,48,49,43,53,43,48,52,46,44,49,43
1,10272008 6:00,116.8,41,48,47,47,48,51,47,48,48,48,48,46,43,49,46,46,39,50,43,48,50,46,44,49,43
1,10272008 7:00,141.2,41,48,49,46,45,46,46,46,43,45,47,46,43,50,46,48,41,49,45,47,49,46,42,48,41
1,10272008 8:00,149.2,39,45,44,44,46,50,46,47,42,47,47,45,41,51,45,50,39,49,48,48,50,46,42,46,43
